Time[s]               Number of clusters
0	                    10
2.00000000000000e-09	10
4.00000000000000e-09	10
6.00000000000000e-09	10
8.00000000000000e-09	10
1.00000000000000e-08	9
1.20000000000000e-08	10
1.40000000000000e-08	9
1.60000000000000e-08	10
1.80000000000000e-08	8
2.00000000000000e-08	8
2.20000000000000e-08	8
2.40000000000000e-08	9
2.60000000000000e-08	8
2.80000000000000e-08	8
3.00000000000000e-08	8
3.20000000000000e-08	8
3.40000000000000e-08	9
3.60000000000000e-08	9
3.80000000000000e-08	8
4.00000000000000e-08	8
4.20000000000000e-08	9
4.40000000000000e-08	8
4.60000000000000e-08	8
4.80000000000000e-08	9
5.00000000000000e-08	9
5.20000000000000e-08	9
5.40000000000000e-08	9
5.60000000000000e-08	8
5.80000000000000e-08	9
6.00000000000000e-08	9
6.20000000000000e-08	8
6.40000000000000e-08	9
6.60000000000000e-08	7
6.80000000000000e-08	9
7.00000000000000e-08	8
7.20000000000000e-08	7
7.40000000000000e-08	9
7.60000000000000e-08	8
7.80000000000000e-08	8
8.00000000000000e-08	9
8.20000000000000e-08	9
8.40000000000000e-08	9
8.60000000000000e-08	9
8.80000000000000e-08	8
9.00000000000000e-08	10
9.20000000000000e-08	9
9.40000000000000e-08	8
9.60000000000000e-08	8
9.80000000000000e-08	8
1.00000000000000e-07	8
1.02000000000000e-07	8
1.04000000000000e-07	8
1.06000000000000e-07	8
1.08000000000000e-07	9
1.10000000000000e-07	9
1.12000000000000e-07	9
1.14000000000000e-07	9
1.16000000000000e-07	9
1.18000000000000e-07	8
1.20000000000000e-07	8
1.22000000000000e-07	8
1.24000000000000e-07	9
1.26000000000000e-07	9
1.28000000000000e-07	9
1.30000000000000e-07	9
1.32000000000000e-07	9
1.34000000000000e-07	9
1.36000000000000e-07	8
1.38000000000000e-07	8
1.40000000000000e-07	8
1.42000000000000e-07	9
1.44000000000000e-07	9
1.46000000000000e-07	9
1.48000000000000e-07	9
1.50000000000000e-07	9
1.52000000000000e-07	9
1.54000000000000e-07	9
1.56000000000000e-07	9
1.58000000000000e-07	9
1.60000000000000e-07	9
1.62000000000000e-07	9
1.64000000000000e-07	8
1.66000000000000e-07	8
1.68000000000000e-07	8
1.70000000000000e-07	9
1.72000000000000e-07	9
1.74000000000000e-07	9
1.76000000000000e-07	9
1.78000000000000e-07	9
1.80000000000000e-07	9
